frequency_rank,character,pinyin,definition,radical,radical_code,stroke_count,hsk_level,general_standard_num
415,级,jí,"level, rank, class; grade",糸,120.3,6,3,0594
416,整,zhěng,"orderly, neat, tidy; whole",攴,66.11,16,4,3333
417,府,fǔ,prefecture; prefect; government,广,53.5,8,5,1211
418,离,lí,rare beast; strange; elegant,禸,114.6,10,2,2035
419,况,kuàng,"condition, situation; furthermore",冫,15.5,7,4,0830
420,亚,yà,Asia; second,一,1.5,6,4,0373
421,请,qǐng,"ask, request; invite; please",言,149.8,10,1,2108
422,技,jì,"skill, ability, talent, ingenuity",手,64.4,7,4,0615
423,际,jì,"border, boundary, juncture",阜,170.5,7,4,0911
424,约,yuē,"treaty, agreement, covenant",糸,120.3,6,4,0593
425,示,shì,"show, manifest; demonstrate",示,113.0,5,4,0194
426,复,fù,return; repeat; repeatedly,夊,35.6,9,3,1553
427,病,bìng,"illness, sickness, disease",疒,104.5,10,2,2027
428,息,xī,"rest, put stop to, end, cease",心,61.6,10,2,1973
429,究,jiū,"examine, investigate",穴,116.2,7,4,0881
430,线,xiàn,"line, thread, wire; clue",糸,120.5,8,4,1336
431,似,shì,"resemble, similar to; as if, seem",人,9.5,6,5,0481
432,官,guān,"official, public servant",宀,40.5,8,5,1281
433,火,huǒ,"fire, flame; burn; anger, rage",火,86.0,4,2,0164
434,断,duàn,"sever, cut off; interrupt",斤,69.7,11,4,2405
435,精,jīng,essence; semen; spirit,米,119.8,14,4,3153
436,满,mǎn,"fill; full, satisfied",水,85.10,13,3,3005
437,支,zhī,"disperse, pay; support; branch",支,65.0,4,4,0089
438,视,shì,"look at, inspect, observe, see",見,147.4,8,1,1294
439,消,xiāo,"vanish, die out; melt away",水,85.7,10,4,2071
440,越,yuè,"exceed, go beyond; the more ...",走,156.5,12,3,2514
441,器,qì,"receptacle, vessel; instrument",口,30.13,16,5,3348
442,容,róng,"looks, appearance; figure, form",宀,40.7,10,3,2105
443,照,zhào,"shine, illumine, reflect",火,86.9,13,3,2911
444,须,xū,"must, have to, necessary",彡,59.6,9,3,1585
445,九,jiǔ,nine,乙,5.1,2,1,0015
446,增,zēng,"increase, add to, augment",土,32.12,15,4,3204
447,研,yán,"grind, rub; study, research",石,112.6,9,4,1446
448,写,xiě,"write; draw, sketch; compose",冖,14.3,5,1,0316
449,称,chēng,"call; name, brand; address; say",禾,115.5,10,5,1948
450,企,qǐ,plan a project; stand on tiptoe,人,9.4,6,5,0490
451,八,bā,"eight; all around, all sides",八,12.0,2,1,0009
452,功,gōng,"achievement, merit, good result",力,19.3,5,4,0202
453,吗,ma,final interrogative particle,口,30.3,6,1,0432
454,包,bāo,"wrap, pack, bundle; package",勹,20.3,5,3,0298
455,片,piàn,"slice, splinter, strip; rad. 91",片,91.0,4,3,0130
456,史,shǐ,"history, chronicle, annals",口,30.2,5,3,0248
457,委,wěi,"appoint, send, commission",女,38.5,8,5,1133
458,乎,hū,interrogative or exclamatory final particle,丿,4.4,5,3,0280
459,查,chá,"investigate, examine, seek into",木,75.5,9,3,1431
460,轻,qīng,"light; easy, simple; gentle",車,159.5,9,3,1463
461,易,yì,change; easy,日,72.4,8,3,1088
462,早,zǎo,early; soon; morning,日,72.2,6,2,0419
463,曾,céng,already; sign of past,曰,73.8,12,5,2747
464,除,chú,"eliminate, remove, except",阜,170.7,9,3,1732
465,农,nóng,"agriculture, farming; farmer",冖,14.4,6,5,0558
466,找,zhǎo,"search, seek, look for; find",手,64.4,7,2,0621
467,装,zhuāng,"dress, clothes, attire; fill",衣,145.6,12,5,2726
468,广,guǎng,"wide, extensive, broad; rad. 53",广,53.0,3,4,0053
469,显,xiǎn,"manifest, display; evident, clear",日,72.5,9,5,1485
470,吧,ba,emphatic final particle,口,30.4,7,2,0747
471,阿,ā,,阜,170.5,7,3,0913
472,李,lǐ,plum; judge; surname,木,75.3,7,3,0688
473,标,biāo,"mark, symbol, label, sign; stand the bole of a tree",木,75.5,9,4,1424
474,谈,tán,talk; conversation; surname,言,149.8,10,4,2127
475,吃,chī,"eat; drink; suffer, endure, bear",口,30.3,6,1,0429
476,图,tú,"diagram; chart, map, picture",囗,31.5,8,3,1119
477,念,niàn,"think of, recall, study",心,61.4,8,5,1177
478,六,liù,number six,八,12.2,4,1,0160
479,引,yǐn,"to pull, draw out, attract; to stretch",弓,57.1,4,4,0176
480,历,lì,history; calendar,厂,27.2,4,3,0095
481,首,shǒu,"head; first; leader, chief; a poem",首,185.0,9,4,1651
482,医,yī,"cure, heal; doctor, medical",匸,23.5,7,1,0700
483,局,jú,"bureau, office; circumstance",尸,44.4,7,4,0907
484,突,tū,"suddenly, abruptly, unexpectedly",穴,116.4,9,3,1700
485,专,zhuān,"monopolize, take sole possession",一,1.3,4,4,0083
486,费,fèi,"expenses, expenditures, fee",貝,154.5,9,4,1726
487,号,hào,"mark, sign; symbol; number",口,30.2,5,1,0243
488,尽,jǐn,"exhaust, use up; deplete",尸,44.3,6,4,0566
489,另,lìng,"another, separate, other",口,30.2,5,4,0256
490,周,zhōu,Zhou dynasty; circumference,口,30.5,8,3,1192
491,较,jiào,"compare; comparatively, more",車,159.6,10,3,1876
492,注,zhù,"concentrate, focus, direct",水,85.5,8,3,1252
493,语,yǔ,"language, words; saying, expression",言,149.7,9,1,1707
494,仅,jǐn,"only, merely, solely, just",人,9.2,4,4,0136
495,考,kǎo,"examine, test; investigate",老,125.0,6,2,0358
496,落,luò,"fall, drop; net income, surplus",艸,140.9,12,4,2557
497,青,qīng,"blue, green, black; young",青,174.0,8,5,0947
498,随,suí,"follow, listen to, submit to",阜,170.10,11,4,2476
499,选,xuǎn,"choose, select; elect; election",辵,162.6,9,3,1545
500,列,liè,"a line; to arrange in order, classify",刀,18.4,6,4,0399
501,武,wǔ,"military; martial, warlike",止,77.4,8,5,0946
502,红,hóng,"red, vermillion; blush, flush",糸,120.3,6,2,0589
503,响,xiǎng,"make sound, make noise; sound",口,30.6,9,3,1509
504,虽,suī,"although, even if",虫,142.3,9,2,1502
505,推,tuī,"push, expel; push forward",手,64.8,11,4,2174
506,势,shì,"power, force; tendency",力,19.6,8,5,0977
507,参,cān,"take part in, intervene; ginseng",厶,28.6,8,3,1334
508,希,xī,"rare; hope, expect, strive for",巾,50.4,7,2,0796
509,古,gǔ,"old, classic, ancient",口,30.2,5,5,0208
510,众,zhòng,"multitude, crowd; masses, public",人,9.4,6,4,0491
511,构,gòu,"frame, building, structure",木,75.4,8,5,1029
512,房,fáng,"house, building; room",戶,63.4,8,2,1290
513,半,bàn,half,十,24.3,5,3,0307
514,节,jié,"knot, node, joint; section",艸,140.2,5,3,0209
515,土,tǔ,"soil, earth; items made of earth",土,32.0,3,5,0027
516,投,tóu,"throw, cast, fling, pitch; jump",手,64.4,7,5,0643
517,某,mǒu,certain thing or person,木,75.5,9,5,1399
518,案,àn,"table, bench; legal case",木,75.6,10,4,2107
519,黑,hēi,"black; dark; evil, sinister",黑,203.0,12,2,2655
520,维,wéi,"maintain, preserve, safeguard",糸,120.8,11,5,2492
521,革,gé,"leather, animal hides; rad. 177",革,177.0,9,5,1403
522,划,huà,to row or paddle boat; to scratch,刀,18.4,6,4,0407
523,敌,dí,"enemy, foe, rival; resist",舌,135.4,10,5,1942
524,致,zhì,"send, deliver, present; cause",至,133.3,10,5,1879
525,陈,chén,"exhibit, display; plead; a surname",阜,170.5,7,6,0914
526,律,lǜ,"statute, principle, regulation",彳,60.6,9,4,1583
527,足,zú,"foot; attain, satisfy, enough",足,157.0,7,2,0731
528,态,tài,"manner, bearing, attitude",心,61.4,8,4,1052
529,护,hù,"protect, guard, defend, shelter",手,64.4,7,3,0649
530,七,qī,seven,一,1.1,2,1,0007
531,兴,xìng,"thrive, prosper, flourish",八,12.4,6,1,0544
532,派,pài,"school of thought, sect, branch",水,85.6,9,5,1673
533,孩,hái,"baby, child; children",子,39.6,9,2,1730
534,验,yàn,"test, examine, inspect; verify",馬,187.7,10,4,2152
535,责,zé,,貝,154.4,8,4,0948
536,营,yíng,"encampment, barracks; manage",艸,140.8,11,5,2214
537,星,xīng,"a star, planet; any point of light",日,72.5,9,1,1488
538,够,gòu,"enough, adequate",夕,36.8,11,4,2362
539,章,zhāng,"composition; chapter, section",立,117.6,11,4,2389
540,音,yīn,"sound, tone, pitch, pronunciation",音,180.0,9,3,1632
541,跟,gēn,"heel; to follow, accompany; with",足,157.6,13,3,2920
542,志,zhì,"purpose, will, determination; annals",心,61.3,7,4,0651
543,底,dǐ,"bottom, underneath, underside",广,53.5,8,4,1212
544,站,zhàn,"stand up; a stand, station",立,117.5,10,2,2041
545,严,yán,"strict, rigorous, rigid; stern",一,1.6,7,4,0671
546,巴,bā,"greatly desire, anxiously hope",己,49.1,4,5,0178
547,例,lì,"precedent, example; regulation",人,9.6,8,4,1140
548,防,fáng,defend; prevent; embankment,阜,170.4,6,5,0576
549,族,zú,"a family clan, ethnic group, tribe",方,70.7,11,4,2392
550,供,gōng,"supply, provide for; offer in worship",人,9.6,8,4,1138
551,效,xiào,"result, effect; effectiveness",攴,66.6,10,4,2034
552,续,xù,"continue, carry on; succeed",糸,120.8,11,4,2488
553,施,shī,"grant, bestow; give; act; name",方,70.5,9,5,1634
554,留,liú,"stop, halt; stay, detain, keep",田,102.5,10,3,2009
555,讲,jiǎng,explain; discuss; talk,言,149.4,6,3,0550
556,型,xíng,"pattern, model, type; law; mold",土,32.6,9,5,1363
557,料,liào,"consider, conjecture; materials, ingredients",斗,68.6,10,3,2054
558,终,zhōng,"end; finally, in the end",糸,120.5,8,3,1344
559,答,dá,"answer, reply; return; assent to",竹,118.6,12,3,2687
560,紧,jǐn,"tense, tight, taut; firm, secure",糸,120.4,10,4,1884
561,黄,huáng,yellow; surname,黃,201.0,11,3,2201
562,绝,jué,"to cut, sever, break off, terminate",糸,120.6,9,4,1762
563,奇,qí,"strange, unusual, uncanny, occult",大,37.5,8,3,1050
564,察,chá,"examine, investigate; notice",宀,40.11,14,4,3174
565,母,mǔ,mother; female elders; female,毋,80.1,5,4,0345
566,京,jīng,capital city,亠,8.6,8,1,1205
567,段,duàn,"section, piece, division",殳,79.5,9,3,1555
568,依,yī,"rely on, be set in; consent, obey a wish",人,9.6,8,5,1153
569,批,pī,"comment, criticize; wholesale",手,64.4,7,4,0622
570,群,qún,(same as ,羊,123.7,13,5,3035
571,项,xiàng,"neck, nape of neck; sum; funds",頁,181.3,9,5,1370
572,故,gù,"ancient, old; reason, because",攴,66.5,9,3,1418
573,按,àn,"put hand on, press down with hand",手,64.6,9,4,1395
574,河,hé,river; stream; yellow river,水,85.5,8,3,1244
575,米,mǐ,hulled or husked uncooked rice,米,119.0,6,1,0533
576,围,wéi,"surround, encircle, corral",囗,31.4,7,4,0728
577,江,jiāng,large river; yangzi; surname,水,85.3,6,4,0538
578,织,zhī,"weave, knit; organize, unite",糸,120.5,8,5,1342
579,害,hài,"injure, harm; destroy, kill",宀,40.7,10,3,2097
580,斗,dòu,Chinese peck; liquid measure,斗,68.0,4,5,0166
581,双,shuāng,"set of two, pair, couple; both",又,29.2,4,3,0187
582,境,jìng,"boundary, frontier; area, region",土,32.11,14,3,3061
583,客,kè,"guest, traveller; customer",宀,40.6,9,1,1703
584,纪,jì,"record, annal, historical account",糸,120.3,6,4,0595
585,采,cǎi,"collect, gather; pick, pluck",釆,165.1,8,5,1172
586,举,jǔ,"raise, lift up; recommend",丶,3.8,9,4,1693
587,杀,shā,"kill, slaughter, murder; hurt",木,75.2,6,5,0487
588,攻,gōng,"attack, assault; criticize",攴,66.3,7,6,0630
589,父,fù,father; KangXi radical 88,父,88.0,4,4,0141
590,苏,sū,,艸,140.4,7,6,0677
591,密,mì,"dense, thick, close; intimate",宀,40.8,11,4,2458
592,低,dī,"low; to lower, hang, bend, bow",人,9.5,7,4,0781
593,朝,cháo,dynasty; morning,月,74.8,12,5,2559
594,友,yǒu,"friend, companion; fraternity",又,29.2,4,1,0097
595,诉,sù,accuse; sue; inform; narrate,言,149.5,7,2,0894
596,止,zhǐ,"stop, halt, desist; detain",止,77.0,4,4,0109
597,细,xì,"fine, tiny; slender, thin",糸,120.5,8,4,1340
598,愿,yuàn,"sincere, honest, virtuous",心,61.10,14,3,3094
599,千,qiān,"thousand; many, numerous; very; (Cant.) a cheater, swindler",十,24.1,3,2,0041
600,值,zhí,price,人,9.8,10,4,1956
601,仍,réng,"yet, still, as ever; again; keep -ing, continuing",人,9.2,4,4,0135
602,男,nán,"male, man; son; baron; surname",田,102.2,7,2,0733
603,钱,qián,"money, currency, coins",金,167.5,10,1,1928
604,破,pò,"break, ruin, destroy; rout",石,112.5,10,4,1867
605,网,wǎng,net; network; KangXi radical 122,网,122.0,6,3,0442
606,热,rè,hot; heat; fever; restless; zeal,火,86.6,10,1,1809
607,助,zhù,"help, aid, assist",力,19.5,7,2,0719
608,倒,dào,fall over; lie down; take turns,人,9.8,10,4,1960
609,育,yù,"produce, give birth to; educate",肉,130.4,8,3,1225
610,属,shǔ,"class, category, type; belong to",尸,44.9,12,5,2800
611,坐,zuò,"sit; seat; ride, travel by",土,32.4,7,1,0797
612,帝,dì,"supreme ruler, emperor; god",巾,50.6,9,6,1633
613,限,xiàn,"boundary, limit, line",阜,170.6,8,5,1323
614,船,chuán,"ship, boat, vessel",舟,137.5,11,3,2345
615,脸,liǎn,face; cheek; reputation,肉,130.7,11,3,2359
616,职,zhí,"duty, profession; office, post",耳,128.5,11,4,2192
617,速,sù,"quick, prompt, speedy",辵,162.7,10,4,1853
618,刻,kè,"carve, engrave; quarter hour",刀,18.6,8,3,1224
619,乐,lè,"happy, glad; enjoyable; music",丿,4.4,5,2,0287
620,否,fǒu,"not, no, negative; final particle",口,30.4,7,4,0703
621,刚,gāng,"hard, tough, rigid, strong",刀,18.4,6,3,0441
622,威,wēi,"pomp, power; powerful; dominate",女,38.6,9,5,1444
623,毛,máo,"hair, fur, feathers; coarse",毛,82.0,4,4,0123
624,状,zhuàng,form; appearance; shape; official,犬,94.3,7,5,0828
625,率,lǜ,to lead; ratio; rate; limit,玄,95.6,11,5,2395
626,甚,shén,great extent; considerably,甘,99.4,9,4,1400
627,独,dú,"alone, single, solitary, only",犬,94.6,9,5,1602
628,球,qiú,"ball, sphere, globe; round",玉,96.7,11,2,2155
629,般,bān,"sort, manner, kind, category",舟,137.4,10,3,1980
630,普,pǔ,"universal, general, widespread",日,72.8,12,4,2741
631,怕,pà,"to fear, be afraid of; apprehensive",心,61.5,8,3,1269
632,弹,dàn,"pellet, bullet, shot, shell",弓,57.8,11,4,2473
633,校,xiào,school; military field officer,木,75.6,10,1,1847
634,苦,kǔ,"bitter; hardship, suffering",艸,140.5,8,4,0999
635,创,chuàng,"establish, create; knife cut",刀,18.4,6,5,0494
636,假,jiǎ,"falsehood, deception; vacation",人,9.9,11,3,2337
637,久,jiǔ,"long time (ago); time passage, grow late",丿,4.2,3,3,0047
638,错,cuò,"error, blunder, mistake; wrong",金,167.8,13,2,2936
639,承,chéng,"inherit, receive; succeed",手,64.4,8,5,1315
640,印,yìn,"print, seal, stamp, chop, mark",卩,26.4,5,4,0285
641,晚,wǎn,"night, evening; late",日,72.7,11,2,2270
642,兰,lán,"orchid; elegant, graceful",八,12.3,5,,0306
643,试,shì,"test, try, experiment",言,149.6,8,2,1286
644,股,gǔ,"thighs, haunches, rump; share",肉,130.4,8,5,1186
645,拿,ná,"take, hold, grasp; bring; with",手,64.6,10,3,1983
646,脑,nǎo,brain,肉,130.6,10,1,2001
647,预,yù,"prepare, arrange; in advance",頁,181.4,10,4,2148
648,谁,shuí,who? whom? whose? anyone?,言,149.8,10,1,2122
649,益,yì,"profit, benefit; advantage",皿,108.5,10,5,2055
650,阳,yáng,,阜,170.4,6,3,0572
651,若,ruò,"if, supposing, assuming; similar",艸,140.5,8,6,1002
652,哪,nǎ,which? where? how?,口,30.7,9,1,1515
653,微,wēi,"small, prefix micro-, trifling",彳,60.10,13,4,2965
654,尼,ní,Buddhist nun; transliteration,尸,44.2,5,,0326
655,继,jì,"continue, maintain, carry on",糸,120.7,10,4,2153
656,送,sòng,"see off, send off; dispatch, give",辵,162.6,9,2,1645
657,急,jí,"quick, quickly; urgent, pressing",心,61.5,9,3,1609
658,血,xuè,blood; radical number 143,血,143.0,6,5,0479
659,惊,jīng,"frighten, surprise, startle",心,61.8,11,4,2445
660,伤,shāng,"wound, injury; fall ill from",人,9.4,6,4,0468
661,素,sù,white (silk); plain; vegetarian; formerly; normally,糸,120.4,10,5,1775
662,药,yào,leaf of Dahurian angelica plant; medicine,艸,140.6,9,2,1423
663,适,shì,"go, reach; appropriate, suitable",辵,162.6,9,4,1546
664,波,bō,"waves, breakers; undulations",水,85.5,8,6,1261
665,夜,yè,"night, dark; in night; by night",夕,36.5,8,5,1209
666,省,shěng,"province; save, economize",目,109.4,9,4,1474
667,初,chū,"beginning, initial, primary",刀,18.5,7,5,0889
668,喜,xǐ,"like, love, enjoy; joyful thing",口,30.9,12,1,2523
669,卫,wèi,"guard, protect, defend",乙,5.2,3,4,0065
670,源,yuán,"spring; source, head; surname",水,85.10,13,5,3008
671,食,shí,eat; meal; food; KangXi radical number 184,食,184.0,9,5,1589
672,险,xiǎn,"narrow pass, strategic point",阜,170.7,9,4,1733
673,待,dài,"treat, entertain, receive; wait",彳,60.6,9,5,1580
674,述,shù,"narrate, state, express",辵,162.5,8,5,1032
675,陆,lù,"land, continental; army",阜,170.5,7,5,0912
676,习,xí,practice; flapping wings,冫,15.1,3,1,0070
677,置,zhì,"place, lay out; set aside",网,122.8,13,5,2931
678,居,jū,"live, dwell, reside, sit",尸,44.5,8,3,1308
679,劳,láo,"labor, toil, do manual work",力,19.5,7,5,0674
680,财,cái,"wealth, valuables, riches",貝,154.3,7,5,0756
681,环,huán,jade ring or bracelet; ring,玉,96.4,8,3,0945
682,排,pái,"row, rank, line",手,64.8,11,4,2168
683,福,fú,"happiness, good fortune, blessing",示,113.9,13,4,3033
684,纳,nà,"admit, take, receive, accept",糸,120.4,7,5,0934
685,欢,huān,"happy, pleased, glad; joy; enjoy",欠,76.2,6,1,0587
686,雷,léi,thunder,雨,173.5,13,5,2884
687,警,jǐng,"guard, watch; alert, alarm",言,149.13,19,4,3453
688,获,huò,"obtain, get, receive; seize",艸,140.7,10,4,1827
689,模,mó,"model, standard, pattern; copy",木,75.11,14,5,3078
690,充,chōng,"fill, be full, supply",儿,10.4,6,5,0525
691,负,fù,"load, burden; carry, bear",貝,154.2,6,4,0503
692,云,yún,"say, speak; clouds",二,7.2,4,4,0082
693,停,tíng,"stop, suspend, delay; suitable",人,9.9,11,4,2333
694,木,mù,"tree; wood, lumber; wooden",木,75.0,4,5,0087
695,游,yóu,"to swim; float, drift; wander, roam",水,85.9,12,2,2766
696,龙,lóng,dragon; symbolic of emperor,龍,212.0,5,5,0221
697,树,shù,"tree; plant; set up, establish",木,75.5,9,3,1439
698,疑,yí,"doubt, question, suspect",疋,103.9,14,4,3136
699,层,céng,"storey, layer, floor, stratum",尸,44.4,7,3,0902
700,冷,lěng,"cold, cool; lonely",冫,15.5,7,1,0838
701,洲,zhōu,continent; island; islet,水,85.6,9,4,1680
702,冲,chōng,soar; pour boiling water over,冫,15.4,6,5,0511
703,射,shè,"shoot, eject, issue forth, emit",寸,41.7,10,5,1971
704,略,lüè,"approximately, roughly; outline",田,102.6,11,5,2277
705,范,fàn,surname; bee-like insect,艸,140.5,8 9,5,1010
706,竟,jìng,"finally, after all, at last",立,117.6,11,4,2390
707,句,jù,sentence,口,30.2,5,3,0288
708,室,shì,"room, home, house, chamber",宀,40.6,9,2,1697
709,异,yì,"different, unusual, strange",廾,55.3,6,6,0568
710,激,jī,"arouse, excite, incite; quickly",水,85.13,16,4,3379
711,汉,hàn,Chinese people; Chinese language,水,85.2,5,1,0311
712,村,cūn,"village, hamlet; uncouth, vulgar",木,75.3,7,5,0682
713,哈,hā,sound of laughter,口,30.6,9,5,1510
714,策,cè,"scheme, plan; to whip; urge",竹,118.6,12,6,2683
715,演,yǎn,"perform, put on; exercise",水,85.11,14,4,3167
716,简,jiǎn,"simple, terse, succinct, a letter",竹,118.7,13,3,2954
717,卡,kǎ,"card, punch card; calorie",卜,25.3,5,3,0226
718,罪,zuì,"crime, sin, vice; evil; hardship",网,122.8,13,6,2932
719,判,pàn,judge; discriminate; conclude,刀,18.5,7,4,0849
720,担,dān,"carry, bear, undertake",手,64.5,8,3,0963
